region,day,Woolworths routes,Outsourced routes
1,8,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
2,8,"['Distribution Centre Auckland', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",
2,8,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,8,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,8,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,8,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,8,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,8,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Papatoetoe', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,8,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Manukau', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,8,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Manurewa', 'Distribution Centre Auckland']",
4,8,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,8,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'FreshChoice Palomino', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,8,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,8,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Henderson', 'Distribution Centre Auckland']",
5,8,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'SuperValue Avondale', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
5,8,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,8,"['Distribution Centre Auckland', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,8,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Albert Street', 'Woolworths Takapuna', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,8,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,8,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,8,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,8,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,8,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,9,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,9,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Auckland City', 'Woolworths Auckland Victoria Street West', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,9,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,9,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,9,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,9,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
1,9,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,9,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,9,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
2,9,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,9,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",
2,9,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,9,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,9,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'FreshChoice Otahuhu', 'Distribution Centre Auckland']",
3,9,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Manukau Mall', 'Woolworths Papatoetoe', 'Distribution Centre Auckland']",
3,9,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,9,"['Distribution Centre Auckland', 'Woolworths Manurewa', 'Woolworths Mangere East', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,9,"['Distribution Centre Auckland', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,9,"['Distribution Centre Auckland', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,9,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Northwest', 'Distribution Centre Auckland']",
4,9,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,9,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'FreshChoice Palomino', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,9,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,9,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,9,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'SuperValue Avondale', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,9,"['Distribution Centre Auckland', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,9,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,9,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Woolworths Takapuna', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,9,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,9,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,9,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,10,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,10,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,10,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,10,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,10,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,10,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,10,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,10,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,10,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
2,10,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,10,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Howick', 'Distribution Centre Auckland']",
2,10,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Distribution Centre Auckland']",
2,10,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Meadowlands', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
3,10,"['Distribution Centre Auckland', 'Woolworths Manurewa', 'Woolworths Manukau', 'Distribution Centre Auckland']",
3,10,"['Distribution Centre Auckland', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,10,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'FreshChoice Flat Bush', 'Woolworths Papatoetoe', 'Woolworths Manukau Mall', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,10,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,10,"['Distribution Centre Auckland', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,10,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,10,"['Distribution Centre Auckland', 'Woolworths Westgate', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,10,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Northwest', 'Distribution Centre Auckland']",
4,10,"['Distribution Centre Auckland', 'FreshChoice Palomino', 'Woolworths Henderson', 'Distribution Centre Auckland']",
5,10,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
5,10,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'SuperValue Avondale', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,10,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Takapuna', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
6,10,"['Distribution Centre Auckland', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,10,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,10,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Distribution Centre Auckland']",
7,10,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,10,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,11,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Ponsonby', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,11,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,11,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,11,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,11,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,11,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,11,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,11,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,11,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,11,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
2,11,"['Distribution Centre Auckland', 'Woolworths Meadowlands', 'Woolworths Botany Downs', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,11,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,11,"['Distribution Centre Auckland', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,11,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Distribution Centre Auckland']",
3,11,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,11,"['Distribution Centre Auckland', 'Woolworths Manukau Mall', 'Woolworths Manurewa', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,11,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'FreshChoice Flat Bush', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,11,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Manukau', 'FreshChoice Otahuhu', 'Distribution Centre Auckland']",
3,11,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
4,11,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,11,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Distribution Centre Auckland']",
4,11,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Westgate', 'FreshChoice Ranui', 'Distribution Centre Auckland']",
4,11,"['Distribution Centre Auckland', 'Woolworths Henderson', 'FreshChoice Palomino', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,11,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,11,"['Distribution Centre Auckland', 'SuperValue Avondale', 'FreshChoice Titirangi', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,11,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,11,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Distribution Centre Auckland']",
6,11,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Hauraki Corner', 'Metro Albert Street', 'Distribution Centre Auckland']",
6,11,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,11,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Distribution Centre Auckland']",
6,11,"['Distribution Centre Auckland', 'Woolworths Milford', 'Woolworths Takapuna', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,11,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,11,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Distribution Centre Auckland']",
0,12,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,12,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,12,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,12,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'FreshChoice Glen Eden', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,12,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,12,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,12,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,12,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Roselands', 'Distribution Centre Auckland']",
2,12,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,12,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,12,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Meadowlands', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,12,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Distribution Centre Auckland']",
3,12,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,12,"['Distribution Centre Auckland', 'Woolworths Manukau', 'Distribution Centre Auckland']",
3,12,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,12,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,12,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,12,"['Distribution Centre Auckland', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,12,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,12,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,12,"['Distribution Centre Auckland', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,12,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'FreshChoice Palomino', 'FreshChoice Ranui', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,12,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'SuperValue Avondale', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
